parent	node
Other@Transport and binding proteins	PA3828
Other@Transport and binding proteins	PA3933
Other@Transport and binding proteins	PA3936
Other@Transport and binding proteins	PA3937
Other@Transport and binding proteins	PA3938
Other@Transport and binding proteins	PA4045
Other@Transport and binding proteins	PA4143
Other@Transport and binding proteins	PA4456
Other@Transport and binding proteins	PA4459
Other@Transport and binding proteins	PA4460
Other@Transport and binding proteins	PA4461
Other@Transport and binding proteins	PA4624
Other@Transport and binding proteins	PA4821
Other@Transport and binding proteins	PA4878
Other@Transport and binding proteins	PA4990
Other@Transport and binding proteins	PA4997
Other@Transport and binding proteins	PA5160
Other@Transport and binding proteins	PA5235
Other@Transport and binding proteins	PA5291
Other@Transport and binding proteins	PA5375
Other@Transport and binding proteins	PA5450
Transport and binding proteins	Porins
Porins	PA0151
Porins	PA0162
Porins	PA0189
Porins	PA0192
Porins	PA0240
Porins	PA0291
Porins	PA0427
Porins	PA0434
Porins	PA0470
Porins	PA0755
Porins	PA0781
Porins	PA0833
Porins	PA0931
Porins	PA0958
Porins	PA1041
Porins	PA1119
Porins	PA1248
Porins	PA1271
Porins	PA1302
Porins	PA1322
Porins	PA1365
Porins	PA1613
Porins	PA1777
Porins	PA1910
Porins	PA1922
Porins	PA2057
Porins	PA2113
Porins	PA2289
Porins	PA2291
Porins	PA2391
Porins	PA2420
Porins	PA2466
Porins	PA2495
Porins	PA2505
Porins	PA2522
Porins	PA2525
Porins	PA2590
Porins	PA2688
Porins	PA2700
Porins	PA2760
Porins	PA2837
Porins	PA2900
Porins	PA2911
Porins	PA3038
Porins	PA3186
Porins	PA3268
Porins	PA3279
Porins	PA3280
Porins	PA3404
Porins	PA3408
Porins	PA3521
Porins	PA3588
Porins	PA3647
Porins	PA3692
Porins	PA3790
Porins	PA3894
Porins	PA3901
Porins	PA4067
Porins	PA4099
Porins	PA4137
Porins	PA4156
Porins	PA4168
Porins	PA4179
Porins	PA4208
Porins	PA4221
Porins	PA4501
Porins	PA4514
Porins	PA4597
Porins	PA4675
Porins	PA4710
Porins	PA4837
Porins	PA4898
Porins	PA4974
Porins	PA5158
Transport and binding proteins	Unknown substrate
Unknown substrate	PA0136
Unknown substrate	PA0137
Unknown substrate	PA0138
Unknown substrate	PA0198
Unknown substrate	PA0199
Unknown substrate	PA0229
Unknown substrate	PA0241
Unknown substrate	PA0273
Unknown substrate	PA0323
Unknown substrate	PA0334
Unknown substrate	PA0425
Unknown substrate	PA0426
Unknown substrate	PA0443
Unknown substrate	PA0476
Unknown substrate	PA0485
Unknown substrate	PA0693
Unknown substrate	PA0694
Unknown substrate	PA0703
Unknown substrate	PA0786
Unknown substrate	PA0811
Unknown substrate	PA0860
Unknown substrate	PA1051
Unknown substrate	PA1108
Unknown substrate	PA1113
Unknown substrate	PA1131
Unknown substrate	PA1144
Unknown substrate	PA1212
Unknown substrate	PA1231
Unknown substrate	PA1237
Unknown substrate	PA1282
Unknown substrate	PA1286
Unknown substrate	PA1316
Unknown substrate	PA1419
Unknown substrate	PA1425
Unknown substrate	PA1435
Unknown substrate	PA1436
Unknown substrate	PA1491
Unknown substrate	PA1497
Unknown substrate	PA1519
Unknown substrate	PA1569
Unknown substrate	PA1650
Unknown substrate	PA1848
Unknown substrate	PA1877
Unknown substrate	PA1882
Unknown substrate	PA1908
Unknown substrate	PA1964
Unknown substrate	PA1993
Unknown substrate	PA2006
Unknown substrate	PA2018
Unknown substrate	PA2019
Unknown substrate	PA2042
Unknown substrate	PA2114
Unknown substrate	PA2135
Unknown substrate	PA2210
Unknown substrate	PA2307
Unknown substrate	PA2314
Unknown substrate	PA2327
Unknown substrate	PA2329
Unknown substrate	PA2351
Unknown substrate	PA2389
Unknown substrate	PA2472
Unknown substrate	PA2493
Unknown substrate	PA2494
Unknown substrate	PA2500
Unknown substrate	PA2526
Unknown substrate	PA2527
Unknown substrate	PA2528
Unknown substrate	PA2558
Unknown substrate	PA2653
Unknown substrate	PA2678
Unknown substrate	PA2701
Unknown substrate	PA2811
Unknown substrate	PA2835
Unknown substrate	PA2836
Unknown substrate	PA2857
Unknown substrate	PA2858
Unknown substrate	PA2933
Unknown substrate	PA2983
Unknown substrate	PA3019
Unknown substrate	PA3039
Unknown substrate	PA3136
Unknown substrate	PA3228
Unknown substrate	PA3252
Unknown substrate	PA3253
Unknown substrate	PA3254
Unknown substrate	PA3264
Unknown substrate	PA3265
Unknown substrate	PA3303
Unknown substrate	PA3304
Unknown substrate	PA3336
Unknown substrate	PA3447
Unknown substrate	PA3467
Unknown substrate	PA3473
Unknown substrate	PA3520
Unknown substrate	PA3522
Unknown substrate	PA3523
Unknown substrate	PA3573
Unknown substrate	PA3581
Unknown substrate	PA3595
Unknown substrate	PA3676
Unknown substrate	PA3677
Unknown substrate	PA3709
Unknown substrate	PA3718
Unknown substrate	PA3749
Unknown substrate	PA3779
Unknown substrate	PA3780
Unknown substrate	PA3892
Unknown substrate	PA3926
Unknown substrate	PA4034
Unknown substrate	PA4064
Unknown substrate	PA4065
Unknown substrate	PA4096
Unknown substrate	PA4113
Unknown substrate	PA4126
Unknown substrate	PA4136
Unknown substrate	PA4187
Unknown substrate	PA4206
Unknown substrate	PA4207
Unknown substrate	PA4233
Unknown substrate	PA4343
Unknown substrate	PA4355
Unknown substrate	PA4374
Unknown substrate	PA4375
Unknown substrate	PA4500
Unknown substrate	PA4593
Unknown substrate	PA4594
Unknown substrate	PA4598
Unknown substrate	PA4599
Unknown substrate	PA4622
Unknown substrate	PA4654
Unknown substrate	PA4719
Unknown substrate	PA4887
Unknown substrate	PA4897
Unknown substrate	PA4900
Unknown substrate	PA4903
Unknown substrate	PA5030
Unknown substrate	PA5095
Unknown substrate	PA5099
Unknown substrate	PA5230
Unknown substrate	PA5231
Unknown substrate	PA5252
Unknown substrate	PA5282
Unknown substrate	PA5311
Unknown substrate	PA5370
Unknown substrate	PA5530
Unknown substrate	PA5544
Unknown substrate	PA5545
Unknown substrate	PA5548
Regulation	Regulatory functions
Regulatory functions	DNA interactions
DNA interactions	PA0962
DNA interactions	PA2273
DNA interactions	PA3007
DNA interactions	PA3381
DNA interactions	PA3563
DNA interactions	PA3664
DNA interactions	PA3815
DNA interactions	PA4363
DNA interactions	PA4421
DNA interactions	PA4674
DNA interactions	PA4778
DNA interactions	PA5105
DNA interactions	PA5125
DNA interactions	PA5360
Regulatory functions	Other@Regulatory functions
Other@Regulatory functions	PA0487
Other@Regulatory functions	PA0674
Other@Regulatory functions	PA1364
Other@Regulatory functions	PA1494
Other@Regulatory functions	PA2051
Other@Regulatory functions	PA2094
Other@Regulatory functions	PA2491
Other@Regulatory functions	PA2559.1
Other@Regulatory functions	PA3385
Other@Regulatory functions	PA4033
Other@Regulatory functions	PA4378
Other@Regulatory functions	PA4379
Other@Regulatory functions	PA4446
Other@Regulatory functions	PA4721
Other@Regulatory functions	PA4895
Other@Regulatory functions	PA4944
Other@Regulatory functions	PA5117
Other@Regulatory functions	PA5288
Other@Regulatory functions	PA5365
Regulatory functions	Protein interactions
Protein interactions	PA0906
Protein interactions	PA1121
Protein interactions	PA1244
Protein interactions	PA1616
Protein interactions	PA1705
Protein interactions	PA1706
Protein interactions	PA1710
Protein interactions	PA1711
Protein interactions	PA1714
Protein interactions	PA2127
Protein interactions	PA2486
Protein interactions	PA3658
Protein interactions	PA3719
Protein interactions	PA3900
Protein interactions	PA4178
Protein interactions	PA4608
Protein interactions	PA4674
Protein interactions	PA4941
Regulatory functions	RNA interactions
RNA interactions	PA0905
RNA interactions	PA1414
RNA interactions	PA4951
RNA interactions	PA5183.1
Regulatory functions	Small molecule interactions
Small molecule interactions	PA0169
Small molecule interactions	PA0285
Small molecule interactions	PA0290
Small molecule interactions	PA0338
Small molecule interactions	PA0575
Small molecule interactions	PA0600
Small molecule interactions	PA0745
Small molecule interactions	PA0847
Small molecule interactions	PA0861
Small molecule interactions	PA1032
Small molecule interactions	PA1107
Small molecule interactions	PA1120
Small molecule interactions	PA1130
Small molecule interactions	PA1181
Small molecule interactions	PA1423
Small molecule interactions	PA1432
Small molecule interactions	PA1433
Small molecule interactions	PA1561
Small molecule interactions	PA1727
Small molecule interactions	PA1775
Small molecule interactions	PA1851
Small molecule interactions	PA1930
Small molecule interactions	PA2072
Small molecule interactions	PA2567
Small molecule interactions	PA2593
Small molecule interactions	PA2771
Small molecule interactions	PA2870
Small molecule interactions	PA3177
Small molecule interactions	PA3217
Small molecule interactions	PA3258
Small molecule interactions	PA3311
Small molecule interactions	PA3343
Small molecule interactions	PA3387
Small molecule interactions	PA3476
Small molecule interactions	PA3478
Small molecule interactions	PA3479
Small molecule interactions	PA3825
Small molecule interactions	PA4108
Small molecule interactions	PA4196
Small molecule interactions	PA4293
Small molecule interactions	PA4332
Small molecule interactions	PA4367
Small molecule interactions	PA4601
Small molecule interactions	PA4723
Small molecule interactions	PA4725
Small molecule interactions	PA4781
Small molecule interactions	PA4959
Small molecule interactions	PA4969
Small molecule interactions	PA5017
Small molecule interactions	PA5272
Small molecule interactions	PA5295
Small molecule interactions	PA5324
Small molecule interactions	PA5325
Small molecule interactions	PA5326
Small molecule interactions	PA5327
Small molecule interactions	PA5328
Small molecule interactions	PA5442
Small molecule interactions	PA5487
Small molecule interactions	PA5536
Regulation	Signal transduction
Signal transduction	Other@Signal transduction
Other@Signal transduction	PA0169
Other@Signal transduction	PA0285
Other@Signal transduction	PA0290
Other@Signal transduction	PA0338
Other@Signal transduction	PA0413
Other@Signal transduction	PA0414
Other@Signal transduction	PA0415
Other@Signal transduction	PA0417
Other@Signal transduction	PA0575
Other@Signal transduction	PA0656
Other@Signal transduction	PA0847
Other@Signal transduction	PA0861
Other@Signal transduction	PA1107
Other@Signal transduction	PA1120
Other@Signal transduction	PA1181
Other@Signal transduction	PA1306
Other@Signal transduction	PA1433
Other@Signal transduction	PA1727
Other@Signal transduction	PA1851
Other@Signal transduction	PA2072
Other@Signal transduction	PA2567
Other@Signal transduction	PA2771
Other@Signal transduction	PA2870
Other@Signal transduction	PA3177
Other@Signal transduction	PA3258
Other@Signal transduction	PA3295
Other@Signal transduction	PA3311
Other@Signal transduction	PA3343
Other@Signal transduction	PA3409
Other@Signal transduction	PA3807
Other@Signal transduction	PA3947
Other@Signal transduction	PA4332
Other@Signal transduction	PA4367
Other@Signal transduction	PA4601
Other@Signal transduction	PA4959
Other@Signal transduction	PA5017
Other@Signal transduction	PA5295
Other@Signal transduction	PA5442
Other@Signal transduction	PA5487
Signal transduction	PTS
PTS	PA0337
PTS	PA3560
PTS	PA3562
PTS	PA3760
PTS	PA3761
PTS	PA3885
PTS	PA4464
PTS	PA4466
Signal transduction	Two-component systems
Two-component systems	PA0033
Two-component systems	PA0034
Two-component systems	PA0178
Two-component systems	PA0179
Two-component systems	PA0463
Two-component systems	PA0464
Two-component systems	PA0601
Two-component systems	PA0756
Two-component systems	PA0757
Two-component systems	PA0928
Two-component systems	PA0929
Two-component systems	PA0930
Two-component systems	PA1098
Two-component systems	PA1099
Two-component systems	PA1157
Two-component systems	PA1158
Two-component systems	PA1179
Two-component systems	PA1180
Two-component systems	PA1243
Two-component systems	PA1335
Two-component systems	PA1336
Two-component systems	PA1396
Two-component systems	PA1397
Two-component systems	PA1437
Two-component systems	PA1438
Two-component systems	PA1456
Two-component systems	PA1458
Two-component systems	PA1611
Two-component systems	PA1636
Two-component systems	PA1637
Two-component systems	PA1785
Two-component systems	PA1786
Two-component systems	PA1798
Two-component systems	PA1799
Two-component systems	PA1976
Two-component systems	PA1978
Two-component systems	PA1979
Two-component systems	PA1980
Two-component systems	PA1992
Two-component systems	PA2177
Two-component systems	PA2479
Two-component systems	PA2480
Two-component systems	PA2523
Two-component systems	PA2524
Two-component systems	PA2571
Two-component systems	PA2572
Two-component systems	PA2583
Two-component systems	PA2586
Two-component systems	PA2656
Two-component systems	PA2657
Two-component systems	PA2686
Two-component systems	PA2687
Two-component systems	PA2798
Two-component systems	PA2809
Two-component systems	PA2810
Two-component systems	PA2824
Two-component systems	PA2881
Two-component systems	PA2882
Two-component systems	PA2899
Two-component systems	PA3044
Two-component systems	PA3045
Two-component systems	PA3077
Two-component systems	PA3078
Two-component systems	PA3191
Two-component systems	PA3192
Two-component systems	PA3204
Two-component systems	PA3206
Two-component systems	PA3271
Two-component systems	PA3345
Two-component systems	PA3349
Two-component systems	PA3462
Two-component systems	PA3604
Two-component systems	PA3702
Two-component systems	PA3703
Two-component systems	PA3704
Two-component systems	PA3714
Two-component systems	PA3878
Two-component systems	PA3879
Two-component systems	PA3946
Two-component systems	PA3948
Two-component systems	PA3974
Two-component systems	PA4032
Two-component systems	PA4036
Two-component systems	PA4080
Two-component systems	PA4112
Two-component systems	PA4117
Two-component systems	PA4197
Two-component systems	PA4296
Two-component systems	PA4380
Two-component systems	PA4381
Two-component systems	PA4396
Two-component systems	PA4398
Two-component systems	PA4493
Two-component systems	PA4494
Two-component systems	PA4546
Two-component systems	PA4547
Two-component systems	PA4726
Two-component systems	PA4776
Two-component systems	PA4777
Two-component systems	PA4843
Two-component systems	PA4856
Two-component systems	PA4885
Two-component systems	PA4886
Two-component systems	PA4982
Two-component systems	PA4983
Two-component systems	PA5124
Two-component systems	PA5125
Two-component systems	PA5199
Two-component systems	PA5200
Two-component systems	PA5360
Two-component systems	PA5361
Two-component systems	PA5364
Two-component systems	PA5483
Two-component systems	PA5484
Two-component systems	PA5511
Two-component systems	PA5512
